State,Mode,Year,Commute mode share (percent)
Washington,Carpool,2017,0.101751017
West Virginia,Carpool,2017,0.089918918
Wisconsin,Carpool,2017,0.076339026
Wyoming,Carpool,2017,0.102029411
Alabama,Drove alone,2017,0.856648082
Alaska,Drove alone,2017,0.693078495
Arizona,Drove alone,2017,0.765407385
Arkansas,Drove alone,2017,0.83348782
California,Drove alone,2017,0.739142908
Colorado,Drove alone,2017,0.748765664
Connecticut,Drove alone,2017,0.782796963
Delaware,Drove alone,2017,0.82047681
District of Columbia,Drove alone,2017,0.343787629
Florida,Drove alone,2017,0.793572391
Georgia,Drove alone,2017,0.787335123
Hawaii,Drove alone,2017,0.675680705
Idaho,Drove alone,2017,0.790711616
Illinois,Drove alone,2017,0.730413836
Indiana,Drove alone,2017,0.824315394
Iowa,Drove alone,2017,0.814113812
Kansas,Drove alone,2017,0.8244151
Kentucky,Drove alone,2017,0.820070532
Louisiana,Drove alone,2017,0.827094239
Maine,Drove alone,2017,0.785550793
Maryland,Drove alone,2017,0.73744839
Massachusetts,Drove alone,2017,0.700387701
Michigan,Drove alone,2017,0.824517623
Minnesota,Drove alone,2017,0.780208205
Mississippi,Drove alone,2017,0.85469439
Missouri,Drove alone,2017,0.821569758
Montana,Drove alone,2017,0.764817258
Nebraska,Drove alone,2017,0.816999937
Nevada,Drove alone,2017,0.785072269
New Hampshire,Drove alone,2017,0.809133143
New Jersey,Drove alone,2017,0.709629057
New Mexico,Drove alone,2017,0.794101356
New York,Drove alone,2017,0.531125049
North Carolina,Drove alone,2017,0.810942086
North Dakota,Drove alone,2017,0.816226289
Ohio,Drove alone,2017,0.833412184
Oklahoma,Drove alone,2017,0.822989585
Oregon,Drove alone,2017,0.716808282
Pennsylvania,Drove alone,2017,0.761947174
Rhode Island,Drove alone,2017,0.79364973
South Carolina,Drove alone,2017,0.818442646
South Dakota,Drove alone,2017,0.812345317
Tennessee,Drove alone,2017,0.832090136
Texas,Drove alone,2017,0.805810236
United States,Drove alone,2017,0.763969644
Utah,Drove alone,2017,0.760921139
Vermont,Drove alone,2017,0.748591671
Virginia,Drove alone,2017,0.773753172
Washington,Drove alone,2017,0.7171977
West Virginia,Drove alone,2017,0.827688881
Wisconsin,Drove alone,2017,0.811193001
Wyoming,Drove alone,2017,0.779408551
Alabama,Public transportation,2017,0.003543266
Alaska,Public transportation,2017,0.016587813
Arizona,Public transportation,2017,0.017981952
Arkansas,Public transportation,2017,0.002955528
California,Public transportation,2017,0.050193637
Colorado,Public transportation,2017,0.032171357
Connecticut,Public transportation,2017,0.046940382
Delaware,Public transportation,2017,0.022280514
District of Columbia,Public transportation,2017,0.326716927
Florida,Public transportation,2017,0.017359657
Georgia,Public transportation,2017,0.021389078
Hawaii,Public transportation,2017,0.06145845
Idaho,Public transportation,2017,0.006277786
Illinois,Public transportation,2017,0.095993243
Indiana,Public transportation,2017,0.009309336
Iowa,Public transportation,2017,0.008555248
Kansas,Public transportation,2017,0.004263282
Kentucky,Public transportation,2017,0.010524436
Louisiana,Public transportation,2017,0.01069231
Maine,Public transportation,2017,0.005804304
Maryland,Public transportation,2017,0.084732675
Massachusetts,Public transportation,2017,0.104077033
Michigan,Public transportation,2017,0.012886113
Minnesota,Public transportation,2017,0.036744041
Mississippi,Public transportation,2017,0.003060261
Missouri,Public transportation,2017,0.012803936
Montana,Public transportation,2017,0.007858627
Nebraska,Public transportation,2017,0.006890158
Nevada,Public transportation,2017,0.030843905
New Hampshire,Public transportation,2017,0.007242869
New Jersey,Public transportation,2017,0.118166247
New Mexico,Public transportation,2017,0.010652317
New York,Public transportation,2017,0.280554495
North Carolina,Public transportation,2017,0.009691131
North Dakota,Public transportation,2017,0.005274655
Ohio,Public transportation,2017,0.014563826
Oklahoma,Public transportation,2017,0.003288288
Oregon,Public transportation,2017,0.044596798
Pennsylvania,Public transportation,2017,0.053378874
Rhode Island,Public transportation,2017,0.021929707
South Carolina,Public transportation,2017,0.004955008
South Dakota,Public transportation,2017,0.006773975
Tennessee,Public transportation,2017,0.006412143
Texas,Public transportation,2017,0.013542715
United States,Public transportation,2017,0.04998143
Utah,Public transportation,2017,0.023182512
Vermont,Public transportation,2017,0.014990831
Virginia,Public transportation,2017,0.041773739
Washington,Public transportation,2017,0.065381849
West Virginia,Public transportation,2017,0.009202286
Wisconsin,Public transportation,2017,0.017505249
Wyoming,Public transportation,2017,0.005914489
Alabama,"Taxi, motorcycle, or other",2017,0.008524607
Alaska,"Taxi, motorcycle, or other",2017,0.045259934
Arizona,"Taxi, motorcycle, or other",2017,0.01564992
Arkansas,"Taxi, motorcycle, or other",2017,0.008274387
California,"Taxi, motorcycle, or other",2017,0.015825112
Colorado,"Taxi, motorcycle, or other",2017,0.011259871
Connecticut,"Taxi, motorcycle, or other",2017,0.009526997
Delaware,"Taxi, motorcycle, or other",2017,0.008584428
District of Columbia,"Taxi, motorcycle, or other",2017,0.027372263
Florida,"Taxi, motorcycle, or other",2017,0.01685437
Georgia,"Taxi, motorcycle, or other",2017,0.016549223
Hawaii,"Taxi, motorcycle, or other",2017,0.022875562
Idaho,"Taxi, motorcycle, or other",2017,0.013416038
Illinois,"Taxi, motorcycle, or other",2017,0.012074962
Indiana,"Taxi, motorcycle, or other",2017,0.010792228
Iowa,"Taxi, motorcycle, or other",2017,0.009203136
Kansas,"Taxi, motorcycle, or other",2017,0.010032445
Kentucky,"Taxi, motorcycle, or other",2017,0.013444982
Louisiana,"Taxi, motorcycle, or other",2017,0.013755955
Maine,"Taxi, motorcycle, or other",2017,0.010061402
Maryland,"Taxi, motorcycle, or other",2017,0.012597993
Massachusetts,"Taxi, motorcycle, or other",2017,0.013202154
Michigan,"Taxi, motorcycle, or other",2017,0.007438858
Minnesota,"Taxi, motorcycle, or other",2017,0.009321806
Mississippi,"Taxi, motorcycle, or other",2017,0.014223053
Missouri,"Taxi, motorcycle, or other",2017,0.009769608
Montana,"Taxi, motorcycle, or other",2017,0.012302084
Nebraska,"Taxi, motorcycle, or other",2017,0.008150393
Nevada,"Taxi, motorcycle, or other",2017,0.020120333
New Hampshire,"Taxi, motorcycle, or other",2017,0.011609357
New Jersey,"Taxi, motorcycle, or other",2017,0.015101593
New Mexico,"Taxi, motorcycle, or other",2017,0.011499333
New York,"Taxi, motorcycle, or other",2017,0.013173336
North Carolina,"Taxi, motorcycle, or other",2017,0.010362421
North Dakota,"Taxi, motorcycle, or other",2017,0.007066606
Ohio,"Taxi, motorcycle, or other",2017,0.009136719
Oklahoma,"Taxi, motorcycle, or other",2017,0.010675902
Oregon,"Taxi, motorcycle, or other",2017,0.01033253
Pennsylvania,"Taxi, motorcycle, or other",2017,0.009079846
Rhode Island,"Taxi, motorcycle, or other",2017,0.007188624
South Carolina,"Taxi, motorcycle, or other",2017,0.011371561
South Dakota,"Taxi, motorcycle, or other",2017,0.006977927
Tennessee,"Taxi, motorcycle, or other",2017,0.010129717
Texas,"Taxi, motorcycle, or other",2017,0.013525092
United States,"Taxi, motorcycle, or other",2017,0.012689569
Utah,"Taxi, motorcycle, or other",2017,0.009929501
Vermont,"Taxi, motorcycle, or other",2017,0.009304221
Virginia,"Taxi, motorcycle, or other",2017,0.014035654
Washington,"Taxi, motorcycle, or other",2017,0.011060941
West Virginia,"Taxi, motorcycle, or other",2017,0.009234589
Wisconsin,"Taxi, motorcycle, or other",2017,0.009205857
Wyoming,"Taxi, motorcycle, or other",2017,0.012892941
Alabama,Walked,2017,0.011556515
Alaska,Walked,2017,0.073527821
Arizona,Walked,2017,0.019901819
Arkansas,Walked,2017,0.018032779
California,Walked,2017,0.02583836
Colorado,Walked,2017,0.026758084
Connecticut,Walked,2017,0.02782396
Delaware,Walked,2017,0.022206231
District of Columbia,Walked,2017,0.126871437
Florida,Walked,2017,0.01415124
Georgia,Walked,2017,0.015658072
Hawaii,Walked,2017,0.054533134
Idaho,Walked,2017,0.022574965
Illinois,Walked,2017,0.028904662
Indiana,Walked,2017,0.020970635
Iowa,Walked,2017,0.031940552
Kansas,Walked,2017,0.023280694
Kentucky,Walked,2017,0.021027318
Louisiana,Walked,2017,0.01684805
Maine,Walked,2017,0.040785154
Maryland,Walked,2017,0.021426192
Massachusetts,Walked,2017,0.048086775
Michigan,Walked,2017,0.021803271
Minnesota,Walked,2017,0.026329677
Mississippi,Walked,2017,0.013619726
Missouri,Walked,2017,0.019380975
Montana,Walked,2017,0.049377424
Nebraska,Walked,2017,0.027362967
Nevada,Walked,2017,0.019390266
New Hampshire,Walked,2017,0.023878176
New Jersey,Walked,2017,0.029489063
New Mexico,Walked,2017,0.020297217
New York,Walked,2017,0.06201409
North Carolina,Walked,2017,0.017332204
North Dakota,Walked,2017,0.038245566
Ohio,Walked,2017,0.020881451
Oklahoma,Walked,2017,0.019085481
Oregon,Walked,2017,0.03715154
Pennsylvania,Walked,2017,0.035309668
Rhode Island,Walked,2017,0.03553141
South Carolina,Walked,2017,0.021338215
South Dakota,Walked,2017,0.033904248
Tennessee,Walked,2017,0.013390349
Texas,Walked,2017,0.015360813
United States,Walked,2017,0.026535086
Utah,Walked,2017,0.023553136
Vermont,Walked,2017,0.057279895
Virginia,Walked,2017,0.025882952
Washington,Walked,2017,0.03435587
West Virginia,Walked,2017,0.029383551
Wisconsin,Walked,2017,0.029961652
Wyoming,Walked,2017,0.036203407
Alabama,Worked at home,2017,0.033734012
Alaska,Worked at home,2017,0.045501904
Arizona,Worked at home,2017,0.062833952
Arkansas,Worked at home,2017,0.036792737
California,Worked at home,2017,0.059653356
Colorado,Worked at home,2017,0.084553121
Connecticut,Worked at home,2017,0.051278965
Delaware,Worked at home,2017,0.051597103
District of Columbia,Worked at home,2017,0.07370398
Florida,Worked at home,2017,0.06141112
Georgia,Worked at home,2017,0.057806026
Hawaii,Worked at home,2017,0.043532181
Idaho,Worked at home,2017,0.056855371
Illinois,Worked at home,2017,0.048655533
Indiana,Worked at home,2017,0.042832733
Iowa,Worked at home,2017,0.051145572
Kansas,Worked at home,2017,0.047318171
Kentucky,Worked at home,2017,0.039433277
Louisiana,Worked at home,2017,0.033388637
Maine,Worked at home,2017,0.059233084
Maryland,Worked at home,2017,0.048891698
Massachusetts,Worked at home,2017,0.052846051
Michigan,Worked at home,2017,0.041883321
Minnesota,Worked at home,2017,0.058811436
Mississippi,Worked at home,2017,0.022910804
Missouri,Worked at home,2017,0.05051095
Montana,Worked at home,2017,0.065358141
Nebraska,Worked at home,2017,0.047034082
Nevada,Worked at home,2017,0.042979843
New Hampshire,Worked at home,2017,0.062449751
New Jersey,Worked at home,2017,0.045734297
New Mexico,Worked at home,2017,0.050922485
New York,Worked at home,2017,0.043490339
North Carolina,Worked at home,2017,0.061015825
North Dakota,Worked at home,2017,0.046311814
Ohio,Worked at home,2017,0.042487076
Oklahoma,Worked at home,2017,0.04276035
Oregon,Worked at home,2017,0.073580621
Pennsylvania,Worked at home,2017,0.049566557
Rhode Island,Worked at home,2017,0.045295607
South Carolina,Worked at home,2017,0.046648224
South Dakota,Worked at home,2017,0.058456469
Tennessee,Worked at home,2017,0.048752938
Texas,Worked at home,2017,0.050755337
United States,Worked at home,2017,0.052317927
Utah,Worked at home,2017,0.068117505
Vermont,Worked at home,2017,0.071013652
Virginia,Worked at home,2017,0.053886805
Washington,Worked at home,2017,0.063293975
West Virginia,Worked at home,2017,0.033035252
Wisconsin,Worked at home,2017,0.04949896
Wyoming,Worked at home,2017,0.052922316
Alabama,Bicycle,2018,0.000701637
Alaska,Bicycle,2018,0.012388753
Arizona,Bicycle,2018,0.008061209
Arkansas,Bicycle,2018,0.001750759
California,Bicycle,2018,0.008566894
Colorado,Bicycle,2018,0.012011628
Connecticut,Bicycle,2018,0.001809239
Delaware,Bicycle,2018,0.002787675
District of Columbia,Bicycle,2018,0.042762158
Florida,Bicycle,2018,0.006151829
Georgia,Bicycle,2018,0.002084428
Hawaii,Bicycle,2018,0.006545777
Idaho,Bicycle,2018,0.007573097
Illinois,Bicycle,2018,0.006310499
Indiana,Bicycle,2018,0.003644699
Iowa,Bicycle,2018,0.003965456
Kansas,Bicycle,2018,0.002960327
Kentucky,Bicycle,2018,0.001228016
Louisiana,Bicycle,2018,0.00536114
Maine,Bicycle,2018,0.004622107
Maryland,Bicycle,2018,0.003436565
Massachusetts,Bicycle,2018,0.008956534
Michigan,Bicycle,2018,0.004203223
Minnesota,Bicycle,2018,0.006388935
Mississippi,Bicycle,2018,0.001409469
Missouri,Bicycle,2018,0.002207683
Montana,Bicycle,2018,0.011952772
Nebraska,Bicycle,2018,0.003227465
Nevada,Bicycle,2018,0.002250541
New Hampshire,Bicycle,2018,0.002586889
New Jersey,Bicycle,2018,0.002568944
New Mexico,Bicycle,2018,0.005715226
New York,Bicycle,2018,0.007293688
North Carolina,Bicycle,2018,0.001627331
North Dakota,Bicycle,2018,0.002056731
Ohio,Bicycle,2018,0.003121594
Oklahoma,Bicycle,2018,0.002100425
Oregon,Bicycle,2018,0.019618991
Pennsylvania,Bicycle,2018,0.004313883
Rhode Island,Bicycle,2018,0.002872157
South Carolina,Bicycle,2018,0.002673483
South Dakota,Bicycle,2018,0.001964473
Tennessee,Bicycle,2018,0.002783209
Texas,Bicycle,2018,0.001394197
United States,Bicycle,2018,0.002335802
Utah,Bicycle,2018,0.006849871
Vermont,Bicycle,2018,0.012863045
Virginia,Bicycle,2018,0.004395388
Washington,Bicycle,2018,0.009061338
West Virginia,Bicycle,2018,0.001464064
Wisconsin,Bicycle,2018,0.006581473
Wyoming,Bicycle,2018,0.011339797
Alabama,Carpool,2018,0.07867332
Alaska,Carpool,2018,0.122700146
Arizona,Carpool,2018,0.109816524
Arkansas,Carpool,2018,0.104398417
California,Carpool,2018,0.100070847
Colorado,Carpool,2018,0.085527799
Connecticut,Carpool,2018,0.081482126
Delaware,Carpool,2018,0.091162717
District of Columbia,Carpool,2018,0.051161254
Florida,Carpool,2018,0.093620387
Georgia,Carpool,2018,0.094170329
Hawaii,Carpool,2018,0.147204369
Idaho,Carpool,2018,0.089385707
Illinois,Carpool,2018,0.082521506
Indiana,Carpool,2018,0.089043477
Iowa,Carpool,2018,0.081207513
Kansas,Carpool,2018,0.093013643
Kentucky,Carpool,2018,0.093638643
Louisiana,Carpool,2018,0.090028029
Maine,Carpool,2018,0.098845224
Maryland,Carpool,2018,0.088276154
Massachusetts,Carpool,2018,0.074387898
Michigan,Carpool,2018,0.089297251
Minnesota,Carpool,2018,0.083987429
Mississippi,Carpool,2018,0.088809672
Missouri,Carpool,2018,0.084307742
Montana,Carpool,2018,0.094526551
Nebraska,Carpool,2018,0.087137493
Nevada,Carpool,2018,0.104609159
New Hampshire,Carpool,2018,0.074379714
New Jersey,Carpool,2018,0.081913084
New Mexico,Carpool,2018,0.111548048
New York,Carpool,2018,0.062998192
North Carolina,Carpool,2018,0.093136374
North Dakota,Carpool,2018,0.087313233
Ohio,Carpool,2018,0.082284098
Oklahoma,Carpool,2018,0.095277053
Oregon,Carpool,2018,0.094809581
Pennsylvania,Carpool,2018,0.084556347
Rhode Island,Carpool,2018,0.079389598
South Carolina,Carpool,2018,0.081410445
South Dakota,Carpool,2018,0.094355039
Tennessee,Carpool,2018,0.087931096
Texas,Carpool,2018,0.089684524
United States,Carpool,2018,0.097565714
Utah,Carpool,2018,0.111338149
Vermont,Carpool,2018,0.090035148
Virginia,Carpool,2018,0.091145139
Washington,Carpool,2018,0.097595812
West Virginia,Carpool,2018,0.085737813
Wisconsin,Carpool,2018,0.075151753
Wyoming,Carpool,2018,0.10151701
Alabama,Drove alone,2018,0.862994555
Alaska,Drove alone,2018,0.679859202
Arizona,Drove alone,2018,0.761437554
Arkansas,Drove alone,2018,0.826201437
California,Drove alone,2018,0.738332035
Colorado,Drove alone,2018,0.749274436
Connecticut,Drove alone,2018,0.779123925
Delaware,Drove alone,2018,0.79584146
District of Columbia,Drove alone,2018,0.341962433
Florida,Drove alone,2018,0.79059449
Georgia,Drove alone,2018,0.793688079
Hawaii,Drove alone,2018,0.672976866
Idaho,Drove alone,2018,0.797141178
Illinois,Drove alone,2018,0.726815068
Indiana,Drove alone,2018,0.828720557
Iowa,Drove alone,2018,0.815683695
Kansas,Drove alone,2018,0.820078779
Kentucky,Drove alone,2018,0.823904633
Louisiana,Drove alone,2018,0.827495676
Maine,Drove alone,2018,0.778350577
Maryland,Drove alone,2018,0.743465211
Massachusetts,Drove alone,2018,0.697608238
Michigan,Drove alone,2018,0.819921369
Minnesota,Drove alone,2018,0.776912113
Mississippi,Drove alone,2018,0.854775438
Missouri,Drove alone,2018,0.822384283
Montana,Drove alone,2018,0.748982082
Nebraska,Drove alone,2018,0.820760619
Nevada,Drove alone,2018,0.782727816
New Hampshire,Drove alone,2018,0.807700442
New Jersey,Drove alone,2018,0.708529362
New Mexico,Drove alone,2018,0.793280467
New York,Drove alone,2018,0.530577477
North Carolina,Drove alone,2018,0.806462813
North Dakota,Drove alone,2018,0.821576108
Ohio,Drove alone,2018,0.823665322
Oklahoma,Drove alone,2018,0.825104276
Oregon,Drove alone,2018,0.717487935
Pennsylvania,Drove alone,2018,0.755743275
Rhode Island,Drove alone,2018,0.84159601
South Carolina,Drove alone,2018,0.813015824
South Dakota,Drove alone,2018,0.814476059
Tennessee,Drove alone,2018,0.810547625
Texas,Drove alone,2018,0.830706226
United States,Drove alone,2018,0.807087933
Utah,Drove alone,2018,0.757495266
Vermont,Drove alone,2018,0.753705988
Virginia,Drove alone,2018,0.76653838
Washington,Drove alone,2018,0.709665555
West Virginia,Drove alone,2018,0.832559143
Wisconsin,Drove alone,2018,0.816929816
Wyoming,Drove alone,2018,0.757981256
Alabama,Public transportation,2018,0.00337666
Alaska,Public transportation,2018,0.012329665
Arizona,Public transportation,2018,0.016921262
Arkansas,Public transportation,2018,0.003849671
California,Public transportation,2018,0.049369802
Colorado,Public transportation,2018,0.027559621
Connecticut,Public transportation,2018,0.044418938
Delaware,Public transportation,2018,0.021550363
District of Columbia,Public transportation,2018,0.344254537
Florida,Public transportation,2018,0.016511517
Georgia,Public transportation,2018,0.020071842
Hawaii,Public transportation,2018,0.05736142
Idaho,Public transportation,2018,0.007989699
Illinois,Public transportation,2018,0.094034549
Indiana,Public transportation,2018,0.009276471
Iowa,Public transportation,2018,0.010186817
Kansas,Public transportation,2018,0.004753112
Kentucky,Public transportation,2018,0.009823111
Louisiana,Public transportation,2018,0.011623994
Maine,Public transportation,2018,0.005987116
Maryland,Public transportation,2018,0.078999581
Massachusetts,Public transportation,2018,0.102125168
Michigan,Public transportation,2018,0.013632091
Minnesota,Public transportation,2018,0.035491535
Mississippi,Public transportation,2018,0.002503532
Missouri,Public transportation,2018,0.012854857
Montana,Public transportation,2018,0.007529489
Nebraska,Public transportation,2018,0.005656936
Nevada,Public transportation,2018,0.029255632
New Hampshire,Public transportation,2018,0.009007192
New Jersey,Public transportation,2018,0.117028503
New Mexico,Public transportation,2018,0.010894471
New York,Public transportation,2018,0.28009704
North Carolina,Public transportation,2018,0.009720563
North Dakota,Public transportation,2018,0.007371624
Ohio,Public transportation,2018,0.015823016
Oklahoma,Public transportation,2018,0.004614972
Oregon,Public transportation,2018,0.042272177
Pennsylvania,Public transportation,2018,0.057632469
Rhode Island,Public transportation,2018,0.017588775
South Carolina,Public transportation,2018,0.022409174
South Dakota,Public transportation,2018,0.005533952
Tennessee,Public transportation,2018,0.002455116
Texas,Public transportation,2018,0.006229592
United States,Public transportation,2018,0.013255056
Utah,Public transportation,2018,0.021703367
Vermont,Public transportation,2018,0.00855892
Virginia,Public transportation,2018,0.045276314
Washington,Public transportation,2018,0.069701067
West Virginia,Public transportation,2018,0.008506696
Wisconsin,Public transportation,2018,0.014992541
Wyoming,Public transportation,2018,0.012288587
Alabama,"Taxi, motorcycle, or other",2018,0.008888695
Alaska,"Taxi, motorcycle, or other",2018,0.042349108
Arizona,"Taxi, motorcycle, or other",2018,0.018722756
Arkansas,"Taxi, motorcycle, or other",2018,0.01090958
California,"Taxi, motorcycle, or other",2018,0.017258721
Colorado,"Taxi, motorcycle, or other",2018,0.010295247
Connecticut,"Taxi, motorcycle, or other",2018,0.010272061
Delaware,"Taxi, motorcycle, or other",2018,0.008122251
District of Columbia,"Taxi, motorcycle, or other",2018,0.025477522
Florida,"Taxi, motorcycle, or other",2018,0.017425794
Georgia,"Taxi, motorcycle, or other",2018,0.015976591
Hawaii,"Taxi, motorcycle, or other",2018,0.025715251
Idaho,"Taxi, motorcycle, or other",2018,0.011012897
Illinois,"Taxi, motorcycle, or other",2018,0.011172582
Indiana,"Taxi, motorcycle, or other",2018,0.011337244
Iowa,"Taxi, motorcycle, or other",2018,0.007898812
Kansas,"Taxi, motorcycle, or other",2018,0.009923054
Kentucky,"Taxi, motorcycle, or other",2018,0.011122375
Louisiana,"Taxi, motorcycle, or other",2018,0.013918903
Maine,"Taxi, motorcycle, or other",2018,0.012046311
Maryland,"Taxi, motorcycle, or other",2018,0.013018053
Massachusetts,"Taxi, motorcycle, or other",2018,0.013066717
Michigan,"Taxi, motorcycle, or other",2018,0.009146559
Minnesota,"Taxi, motorcycle, or other",2018,0.008865613
Mississippi,"Taxi, motorcycle, or other",2018,0.01242813
Missouri,"Taxi, motorcycle, or other",2018,0.009959479
Montana,"Taxi, motorcycle, or other",2018,0.009260338
Nebraska,"Taxi, motorcycle, or other",2018,0.007560156
Nevada,"Taxi, motorcycle, or other",2018,0.021999372
New Hampshire,"Taxi, motorcycle, or other",2018,0.012047872
New Jersey,"Taxi, motorcycle, or other",2018,0.01768403
New Mexico,"Taxi, motorcycle, or other",2018,0.009639658
New York,"Taxi, motorcycle, or other",2018,0.01409601
North Carolina,"Taxi, motorcycle, or other",2018,0.010780891
North Dakota,"Taxi, motorcycle, or other",2018,0.010394014
Ohio,"Taxi, motorcycle, or other",2018,0.009020131
Oklahoma,"Taxi, motorcycle, or other",2018,0.011709042
Oregon,"Taxi, motorcycle, or other",2018,0.01206208
Pennsylvania,"Taxi, motorcycle, or other",2018,0.011029493
Rhode Island,"Taxi, motorcycle, or other",2018,0.014782891
South Carolina,"Taxi, motorcycle, or other",2018,0.009087919
South Dakota,"Taxi, motorcycle, or other",2018,0.01307883
Tennessee,"Taxi, motorcycle, or other",2018,0.006244922
Texas,"Taxi, motorcycle, or other",2018,0.011556771
United States,"Taxi, motorcycle, or other",2018,0.013127593
Utah,"Taxi, motorcycle, or other",2018,0.009556931
Vermont,"Taxi, motorcycle, or other",2018,0.008037862
Virginia,"Taxi, motorcycle, or other",2018,0.014310065
Washington,"Taxi, motorcycle, or other",2018,0.012027771
West Virginia,"Taxi, motorcycle, or other",2018,0.011235492
Wisconsin,"Taxi, motorcycle, or other",2018,0.008773606
Wyoming,"Taxi, motorcycle, or other",2018,0.012088287
Alabama,Walked,2018,0.010839354
Alaska,Walked,2018,0.077649879
Arizona,Walked,2018,0.017412034
Arkansas,Walked,2018,0.015410983
California,Walked,2018,0.026393504
Colorado,Walked,2018,0.02977546
Connecticut,Walked,2018,0.02627468
Delaware,Walked,2018,0.023679775
District of Columbia,Walked,2018,0.133050455
Florida,Walked,2018,0.013596343
Georgia,Walked,2018,0.014930799
Hawaii,Walked,2018,0.036579178
Idaho,Walked,2018,0.02479601
Illinois,Walked,2018,0.027689997
Indiana,Walked,2018,0.019462857
Iowa,Walked,2018,0.029880659
Kansas,Walked,2018,0.021694656
Kentucky,Walked,2018,0.019689988
Louisiana,Walked,2018,0.018005205
Maine,Walked,2018,0.040628895
Maryland,Walked,2018,0.020958221
Massachusetts,Walked,2018,0.050877137
Michigan,Walked,2018,0.022708669
Minnesota,Walked,2018,0.027556173
Mississippi,Walked,2018,0.013710287
Missouri,Walked,2018,0.020430232
Montana,Walked,2018,0.054755855
Nebraska,Walked,2018,0.024690156
Nevada,Walked,2018,0.017529129
New Hampshire,Walked,2018,0.025668606
New Jersey,Walked,2018,0.025620309
New Mexico,Walked,2018,0.017926222
New York,Walked,2018,0.059713079
North Carolina,Walked,2018,0.017981117
North Dakota,Walked,2018,0.033923515
Ohio,Walked,2018,0.022042491
Oklahoma,Walked,2018,0.019755702
Oregon,Walked,2018,0.03910763
Pennsylvania,Walked,2018,0.035335706
Rhode Island,Walked,2018,0.020942173
South Carolina,Walked,2018,0.034434077
South Dakota,Walked,2018,0.020672766
Tennessee,Walked,2018,0.028443635
Texas,Walked,2018,0.012951938
United States,Walked,2018,0.014656027
Utah,Walked,2018,0.024188526
Vermont,Walked,2018,0.052167479
Virginia,Walked,2018,0.022239675
Washington,Walked,2018,0.036727917
West Virginia,Walked,2018,0.026276176
Wisconsin,Walked,2018,0.0292502
Wyoming,Walked,2018,0.042614725
Alabama,Worked at home,2018,0.034525778
Alaska,Worked at home,2018,0.052723247
Arizona,Worked at home,2018,0.067628661
Arkansas,Worked at home,2018,0.037479153
California,Worked at home,2018,0.060008196
Colorado,Worked at home,2018,0.085555809
Connecticut,Worked at home,2018,0.056619032
Delaware,Worked at home,2018,0.056855759
District of Columbia,Worked at home,2018,0.061331641
Florida,Worked at home,2018,0.06209964
Georgia,Worked at home,2018,0.059077933
Hawaii,Worked at home,2018,0.053617139
Idaho,Worked at home,2018,0.062101412
Illinois,Worked at home,2018,0.051455798
Indiana,Worked at home,2018,0.038514694
Iowa,Worked at home,2018,0.051177048
Kansas,Worked at home,2018,0.047576429
Kentucky,Worked at home,2018,0.040593234
Louisiana,Worked at home,2018,0.033567054
Maine,Worked at home,2018,0.059519769
Maryland,Worked at home,2018,0.051846216
Massachusetts,Worked at home,2018,0.052978309
Michigan,Worked at home,2018,0.041090836
Minnesota,Worked at home,2018,0.060798203
Mississippi,Worked at home,2018,0.026363472
Missouri,Worked at home,2018,0.047855725
Montana,Worked at home,2018,0.072992913
Nebraska,Worked at home,2018,0.050967175
Nevada,Worked at home,2018,0.041628352
New Hampshire,Worked at home,2018,0.068609285
New Jersey,Worked at home,2018,0.046655768
New Mexico,Worked at home,2018,0.050995908
New York,Worked at home,2018,0.045224514
North Carolina,Worked at home,2018,0.060290911
North Dakota,Worked at home,2018,0.037364776
Ohio,Worked at home,2018,0.044043349
Oklahoma,Worked at home,2018,0.04143853
Oregon,Worked at home,2018,0.074641607
Pennsylvania,Worked at home,2018,0.051388828
Rhode Island,Worked at home,2018,0.022828397
South Carolina,Worked at home,2018,0.036969078
South Dakota,Worked at home,2018,0.049918881
Tennessee,Worked at home,2018,0.061594397
Texas,Worked at home,2018,0.047476752
United States,Worked at home,2018,0.051971876
Utah,Worked at home,2018,0.068867889
Vermont,Worked at home,2018,0.074631559
Virginia,Worked at home,2018,0.056095039
Washington,Worked at home,2018,0.06522054
West Virginia,Worked at home,2018,0.034220616
Wisconsin,Worked at home,2018,0.04832061
Wyoming,Worked at home,2018,0.062170339
Alabama,Drove alone,2019,0.851668352
Alabama,Carpool,2019,0.086711383
Alabama,Public transportation,2019,0.004155065
Alabama,Bicycle,2019,0.00139455
Alabama,Walked,2019,0.012281036
Alabama,"Taxi, motorcycle, or other",2019,0.009844322
Alabama,Worked at home,2019,0.033945292
Alaska,Drove alone,2019,0.699592065
Alaska,Carpool,2019,0.119993368
Alaska,Public transportation,2019,0.00964235
Alaska,Bicycle,2019,0.006643588
Alaska,Walked,2019,0.070701036
Alaska,"Taxi, motorcycle, or other",2019,0.050144221
Alaska,Worked at home,2019,0.043283373
Arizona,Drove alone,2019,0.756369452
Arizona,Carpool,2019,0.106487569
Arizona,Public transportation,2019,0.016792719
Arizona,Bicycle,2019,0.007690101
Arizona,Walked,2019,0.019061048
Arizona,"Taxi, motorcycle, or other",2019,0.017807241
Arizona,Worked at home,2019,0.07579187
Arkansas,Drove alone,2019,0.824055168
Arkansas,Carpool,2019,0.107092121
Arkansas,Public transportation,2019,0.004028126
